"stock","model","common.name","species","family","order","wg","area","ecoregion","productivity","Year","FFmsy","BBmsy","BBtri","BBlim","ABImsy","lBBmsy","uBBmsy"
"had.27.7a","ASAP","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Irish Sea","Celtic Seas","High",2020,0.272176511904762,1.96385114207588,4.08607681818679,5.84115189774198,1.76616448646354,2.45481392759486,1.63654261839657
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",1993,1.64779922317772,0.166156617157177,0.723807276245133,1.00581520494365,0.360675135168753,0.207695771446471,0.138463847630981
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",1994,1.50917736383491,0.194493833753024,0.847249146400726,1.17735217894766,0.391756118865899,0.24311729219128,0.162078194794187
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",1995,1.49525286179926,0.206228027159938,0.898365344564278,1.24838413872366,0.157653922300962,0.257785033949922,0.171856689299948
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",1996,1.49191006641432,0.369779324375415,1.61082339161221,2.23842825699054,0.136243193504989,0.462224155469268,0.308149436979512
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",1997,1.76026537834137,0.45691081029838,1.99038337893089,2.76587143000454,0.224854993805466,0.571138512872975,0.380759008581984
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",1998,1.82512334980041,0.354452235793793,1.54405591386236,2.14564700634477,0.930068741039226,0.443065294742241,0.295376863161494
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",1999,1.67592669539937,0.233238412035865,1.01602730375597,1.41188924772505,1.67440708775055,0.291548015044831,0.19436534336322
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2000,1.96542094385174,0.213392734702444,0.929576063343709,1.29175509745237,0.365628142316182,0.266740918378055,0.177827278918703
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2001,2.1007888949939,0.330969947646016,1.44176296089397,2.00349893622873,0.144109280455765,0.41371243455752,0.275808289705013
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2002,2.08264255411632,0.419809056536279,1.82876165243016,2.54127906225853,0.0799847875496428,0.524761320670349,0.349840880446899
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2003,2.13695390630663,0.50587294684978,2.20367100660862,3.06225963441375,0.109363862770094,0.632341183562226,0.421560789041484
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2004,2.18529628110901,0.728809916166222,3.17482342470724,4.41178995898951,0.222821451519937,0.911012395207778,0.607341596805185
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2005,1.80472539778902,0.510472719878706,2.22370842217699,3.09010397628192,0.372692142195721,0.638090899848383,0.425393933232255
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2006,1.40134397232632,0.433192287681635,1.88706134731089,2.62229333426035,0.952950618802087,0.541490359602044,0.360993573068029
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2007,1.3213965751971,0.405013287255374,1.76430869445357,2.45171410862509,0.750637355611369,0.506266609069218,0.337511072712812
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2008,1.4518579351013,0.381319978421164,1.66109649847884,2.30828864240769,0.322272722248689,0.476649973026455,0.317766648684303
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2009,1.47405909107004,0.592880632992245,2.58269170043747,3.58895339579596,0.322248910946543,0.741100791240306,0.494067194160204
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2010,1.47856440949148,0.708136157285084,3.08476491628593,4.28664308622718,0.0742658515135947,0.885170196606354,0.590113464404236
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2011,1.51437806196806,1.75884490933816,7.66183595301177,10.6470207640096,0.342824047781573,2.19855613667269,1.46570409111513
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2012,1.55248241690016,1.26639192273639,5.51662463967705,7.66599773815315,0.733622719346958,1.58298990342049,1.05532660228033
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2013,1.42007461568163,0.809972685156452,3.52838263745746,4.90310200254466,5.38754490062603,1.01246585644557,0.674977237630377
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2014,1.32101617086473,0.515877763676302,2.24725373801248,3.12282295749388,1.006235604012,0.644847204595378,0.429898136396918
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2015,1.24136529973407,0.728183646725185,3.17209528552104,4.40799888923277,0.679765244769798,0.910229558406481,0.606819705604321
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2016,1.2703848156973,0.687760213105308,2.99600374077563,4.16329900988676,0.26460814656033,0.859700266381635,0.57313351092109
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2017,1.31406965855301,0.818234323434943,3.56437177831738,4.95311313987053,1.23151305533319,1.02279290429368,0.681861936195786
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2018,1.23402276137092,0.655349666202833,2.85481773159668,3.96710447106672,1.15589418832446,0.819187082753541,0.546124721835694
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2019,1.08180049052162,0.622575346955195,2.71204706647787,3.76870786673667,0.49633606009804,0.778219183693993,0.518812789129329
"had.27.7b-k","SAM","Haddock","Melanogrammus aeglefinus","Gadidae","Gadiformes","WGCSE","Celtic Seas","Celtic Seas","Medium",2020,0.892292202028619,1.28145487180601,5.5822414795287,7.75718004232329,0.434696693684089,1.60181858975751,1.06787905983834
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",1988,0.938694267515924,0.399888151738429,0.66734641959799,0.8499324,0.0410567206687511,0.499860189673036,0.333240126448691
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",1989,0.489649681528662,0.618148768661924,1.0315868718593,1.31382904,0.0480731962720284,0.772685960827405,0.515123973884937
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",1990,0.356687898089172,0.669516859246747,1.11731162060302,1.42300808,0.072344111823464,0.836896074058434,0.557930716038956
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",1991,0.237261146496815,0.627713499013737,1.04754880653266,1.33415816,0.0690114417257749,0.784641873767171,0.523094582511447
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",1992,0.259554140127389,0.632996356958589,1.05636501256281,1.34538648,0.0570733468085283,0.791245446198237,0.527496964132158
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",1993,0.473726114649682,0.627804981880167,1.04770147613065,1.3343526,0.061138531656231,0.784756227350209,0.523170818233473
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",1994,0.79140127388535,0.652721801907043,1.0892834798995,1.38731144,1.44902164172891,0.815902252383804,0.543934834922536
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",1995,1.49203821656051,0.665741577211845,1.11101130653266,1.414984,0.758911128192158,0.832176971514806,0.554784647676538
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",1996,1.80254777070064,0.77598797288009,1.29499409547739,1.64930448,0.553353590690712,0.969984966100113,0.646656644066742
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",1997,2.10191082802548,1.01299228301162,1.69051463567839,2.15303944,0.383649264644172,1.26624035376452,0.844160235843013
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",1998,1.84156050955414,1.12164656439591,1.87184045226131,2.383976,0.295872576483753,1.40205820549489,0.934705470329927
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",1999,1.92356687898089,1.10153049645309,1.83827010050251,2.3412208,0.246543519678257,1.37691312056636,0.917942080377574
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2000,2.02229299363057,0.917143495114145,1.53055904522613,1.94932,0.283250283219476,1.14642936889268,0.764286245928454
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2001,1.29777070063694,0.761478312242266,1.27077989949749,1.61846528,0.271609087473893,0.951847890302832,0.634565260201888
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2002,1.38375796178344,0.672306268013196,1.12196667713568,1.42893676,0.651349736093572,0.840382835016495,0.56025522334433
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2003,1.25477707006369,0.791472723062348,1.32083555276382,1.68221616,1.26047527570816,0.989340903827935,0.659560602551957
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2004,1.2109872611465,0.997228605126547,1.66420769472362,2.11953492,1.19445376351794,1.24653575640818,0.831023837605456
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2005,1.53821656050955,1.02127621559388,1.70433913316583,2.17064632,0.505835888046257,1.27659526949235,0.851063512994898
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2006,1.40684713375796,1.01455590417485,1.69312405778894,2.1563628,0.30534749265395,1.26819488021857,0.845463253479044
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2007,1.2890127388535,1.30531194075432,2.1783472361809,2.77434304,0.225731022842832,1.63163992594289,1.0877599506286
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2008,1.47929936305733,1.32201577870427,2.20622314698492,2.8098458,0.22904412387398,1.65251972338033,1.10167981558689
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2009,1.73487261146497,1.31756104677701,2.19878894472362,2.8003776,0.467147647253434,1.64695130847126,1.09796753898084
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2010,1.8328025477707,1.16962184698296,1.95190317211055,2.48594388,0.683280970789274,1.4620273087287,0.974684872485798
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2011,1.32643312101911,1.1070505963264,1.84748222361809,2.35295336,0.637199555158409,1.383813245408,0.922542163605331
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2012,0.978503184713376,1.0781223438824,1.79920581030151,2.29146852,0.509620279888947,1.347652929853,0.898435286568666
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2013,0.728503184713376,1.00938566368993,1.68449579145729,2.14537384,1.25906928324965,1.26173207961241,0.841154719741609
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2014,0.534235668789809,0.975201277364098,1.6274477701005,2.07271748,1.56113605978926,1.21900159670512,0.812667731136748
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2015,0.445063694267516,0.906794206495362,1.51328781407035,1.92732336,2.67953737631943,1.1334927581192,0.755661838746135
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2016,0.558917197452229,0.801467221514922,1.33751469849246,1.70345872,2.16222046685764,1.00183402689365,0.667889351262435
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2017,1.0421974522293,0.853914098536594,1.42503976130653,1.81493064,2.40126145087057,1.06739262317074,0.711595082113828
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2018,0.943471337579618,0.777333623551866,1.29723976130653,1.65216456,2.28399522181036,0.971667029439833,0.647778019626555
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2019,1.28742038216561,0.742791567636133,1.23959484924623,1.578748,1.15953848266964,0.928489459545166,0.618992973030111
"her.27.1-24a514a","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGWIDE","Northeast Atlantic","Wide ranging","Medium",2020,1.26910828025478,0.635282619369552,1.06018040201005,1.35024576,1.27104951258384,0.79410327421194,0.52940218280796
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",1991,1.46960847637698,1.75561871144749,1.98723869564492,2.48404836955615,0.293895267789087,2.19452338930936,1.46301559287291
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",1992,1.59269741086133,1.70223788334899,1.92681529817756,2.40851912272195,0.638141153965378,2.12779735418623,1.41853156945749
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",1993,1.75171587706643,1.65471977338402,1.87302809127975,2.34128511409969,0.748935516228511,2.06839971673003,1.37893314448668
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",1994,1.86535959541953,1.3422408705419,1.51932363184816,1.8991545398102,0.941407624217354,1.67780108817738,1.11853405878492
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",1995,2.06619909161632,1.17584577734283,1.33097591954905,1.66371989943631,0.675566475470372,1.46980722167854,0.979871481119024
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",1996,2.03574213308601,0.771824171488828,0.873651465329892,1.09206433166237,0.546324471067918,0.964780214361035,0.643186809574024
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",1997,1.93585916943925,0.866561269102532,0.980887293396351,1.22610911674544,0.438890774553099,1.08320158637816,0.722134390918776
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",1998,1.88240850130199,0.715319538900556,0.809692137697736,1.01211517212217,0.313114132812641,0.894149423625695,0.596099615750463
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",1999,1.76204466378702,0.731636625861258,0.828161949164815,1.03520243645602,0.235775923491852,0.914545782326573,0.609697188217715
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2000,1.84144624548772,0.730746761701755,0.827154684614658,1.03394335576832,0.264029628545338,0.913433452127194,0.608955634751462
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2001,1.80703949768025,0.794871117712398,0.899739011021498,1.12467376377687,0.327342911443004,0.993588897140497,0.662392598093665
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2002,1.73367303978938,0.969653240557308,1.09758025955661,1.37197532444576,0.348754335755742,1.21206655069664,0.80804436713109
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2003,1.52356663686246,0.75595484843639,0.855688491571488,1.06961061446436,0.381991606823991,0.944943560545488,0.629962373696992
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2004,1.54609781457657,0.774789598250578,0.877008122884078,1.0962601536051,0.535338721766004,0.968486997813222,0.645657998542148
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2005,1.62684498519829,0.70853026130515,0.802007146039188,1.00250893254898,0.725336893461751,0.885662826631437,0.590441884420958
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2006,1.61934202732948,0.815742488749324,0.923363956395625,1.15420494549453,0.646869542470608,1.01967811093666,0.679785407291103
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2007,1.62357383683041,0.654052358165977,0.740341935666429,0.925427419583037,0.697370031336003,0.817565447707471,0.545043631804981
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2008,1.64370531740349,0.558876235643533,0.632609161833039,0.790761452291298,0.822819750981928,0.698595294554417,0.465730196369611
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2009,1.62314053519547,0.506344191169487,0.573146528597549,0.716433160746936,0.88642509139981,0.632930238961859,0.421953492641239
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2010,1.33804973824939,0.486473505760546,0.550654289994625,0.688317862493282,0.797403683002309,0.608091882200682,0.405394588133788
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2011,1.14461165948297,0.443474422835746,0.501982308482788,0.627477885603485,0.69590023644409,0.554343028544682,0.369562019029788
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2012,1.17972682033493,0.445519476354647,0.504297167319121,0.630371459148901,0.627469056963766,0.556899345443308,0.371266230295539
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2013,1.19453496012527,0.517561264393536,0.585843478007671,0.732304347509589,0.688976973734669,0.64695158049192,0.43130105366128
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2014,1.12690759583075,0.542518957911246,0.614093857198234,0.767617321497793,0.633535083484179,0.678148697389057,0.452099131592705
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2015,1.23423593410065,0.504291536045797,0.570823065271479,0.713528831589349,0.638249775387778,0.630364420057247,0.420242946704831
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2016,1.37945893006003,0.493498761127869,0.558606392134857,0.698257990168571,0.832655262546307,0.616873451409836,0.411248967606558
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2017,1.44248313459873,0.489152205660408,0.553686392614811,0.692107990768514,0.84523387615884,0.61144025707551,0.40762683805034
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2018,1.41464825116567,0.428009065422202,0.484476595827884,0.605595744784855,0.829357036421874,0.535011331777753,0.356674221185168
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2019,1.15452208789927,0.375032815896166,0.424511153262351,0.530638941577938,1.24186943729857,0.468791019870207,0.312527346580138
"her.27.20-24","SAM","Herring","Clupea harengus","Clupeidae","Clupeiformes","HAWG","Baltic Sea","Baltic Sea","Medium",2020,1.02156788092495,0.32861991318499,0.371974964371538,0.464968705464422,1.19623215739334,0.410774891481238,0.273849927654158
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1974,0.763452380952381,2.00351256785416,4.20419867406733,5.86039815173022,0.979777661895913,2.5043907098177,1.66959380654514
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1975,0.80952380952381,1.9357230271418,4.06194815777344,5.66210955325995,0.900936709514773,2.41965378392725,1.61310252261817
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1976,0.751904761904762,1.7361270135043,3.64311310310611,5.07827887099639,1.00629920021764,2.17015876688038,1.44677251125359
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1977,0.699285714285714,2.02010964213921,4.23902620588427,5.90894562032353,0.984979937120736,2.52513705267401,1.68342470178267
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1978,0.601309523809524,1.97825351547319,4.15119472678386,5.78651386157751,1.02957211230962,2.47281689434148,1.64854459622766
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1979,0.730238095238095,1.8865356124797,3.95873260184375,5.5182333237822,1.08902366528583,2.35816951559963,1.57211301039975
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1980,0.758571428571429,1.69105144202763,3.54852589617981,4.94643003709913,1.27294391226302,2.11381430253454,1.40920953502303
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1981,0.875714285714286,1.49545985090958,3.1380937774944,4.37431253832552,1.03170975118841,1.86932481363697,1.24621654242465
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1982,0.78452380952381,1.58362927179179,3.32310971815471,4.63221354651869,0.96957102130164,1.97953658973974,1.31969105982649
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1983,1.07369047619048,1.47555268610857,3.09632030564118,4.3160828502877,0.642438448706755,1.84444085763571,1.22962723842381
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1984,1.12809523809524,1.31420039029819,2.75773640105891,3.84411740753666,0.616538034461561,1.64275048787274,1.09516699191516
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1985,1.20202380952381,1.22086155997239,2.561872899631,3.57109555706139,0.41278894416254,1.52607694996549,1.01738463331032
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1986,1.07833333333333,1.13119298790644,2.37371111924899,3.30880943895314,0.331549292570424,1.41399123488305,0.942660823255368
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1987,1.25035714285714,1.04871296152628,2.20063388324447,3.06755026149229,0.492581553320546,1.31089120190785,0.873927467938567
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1988,1.21285714285714,1.0509512764454,2.20533079444239,3.0740974710409,0.491840534220119,1.31368909555675,0.875792730371169
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1989,1.63119047619048,0.887908933972616,1.86320047240748,2.59718853729528,0.682523331304954,1.10988616746577,0.739924111643847
"her.27.25-2932","XSA","Herring","Clupea harengus","Clupeidae","Clupeiformes","WGBFAS","Baltic Sea","Baltic Sea","Medium",1990,1.58297619047619,0.740610873225932,1.55410817040752,2.16633260117412,0.777768221571977,0.925763591532415,0.617175727688277
